Package,Declaring class,Method,Params,CC
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testDimensions,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testHadamard,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testAEqualUSVt,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,checkAEqualUSVt,"(RealMatrix matrix)",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testUOrthogonal,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testVOrthogonal,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,checkOrthogonal,"(RealMatrix m)",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testMatricesValues1,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,useless_testMatricesValues2,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testRank,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testConditionNumber,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testInverseConditionNumber,"()",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,createTestMatrix,"(Random r, int rows, int columns, double[] singularValues)",1
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testIssue947,"()",1
org.apache.commons.math4.legacy.linear,SingularValueSolverTest,testLeastSquareSolve,"()",1
org.apache.commons.math4.legacy.linear,SingularValueSolverTest,testConditionNumber,"()",1
org.apache.commons.math4.legacy.linear,SingularValueSolverTest,testMath320B,"()",1
org.apache.commons.math4.legacy.linear,SingularValueSolverTest,testSingular,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testDimensions,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testCopyFunctions,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testMultiply2,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testScalarAdd,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testMath209,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testTranspose,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testExamples,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testEqualsAndHashCode,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testMapFunctions,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testBasicFunctions,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testOuterProduct,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testPredicates,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInDefaultOrderPreservingVisitor1,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInDefaultOrderPreservingVisitor3,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInOptimizedOrderPreservingVisitor1,"()",1
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInOptimizedOrderPreservingVisitor3,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testDimensions,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testCopyFunctions,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testNorm,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testMultiply2,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testScalarAdd,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testMath209,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testTranspose,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testExamples,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testEqualsAndHashCode,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testToString,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testSerial,"()",1
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,assertClose,"(String msg, RealMatrix m, RealMatrix n, double tolerance)",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,create,"(double[] data)",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,testConstructors,"()",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,testConcurrentModification,"()",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,testEbeMultiplyMixedTypes,"()",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,testEbeMultiplySameType,"()",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,testEbeDivideSameType,"()",1
org.apache.commons.math4.legacy.linear,SparseRealVectorTest,createFunctions,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders1,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders2,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders3,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders4,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders5,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders6,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders7,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders8,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders9,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders10,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders11,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders12,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders13,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders14,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders15,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders16,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders17,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders18,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders19,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testSolveSaunders20,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testNonSquareOperator,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testDimensionMismatchRightHandSide,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testDimensionMismatchSolution,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testNonSquarePreconditioner,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testMismatchedOperatorDimensions,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testNonPositiveDefinitePreconditioner,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testNonSelfAdjointOperator,"()",1
org.apache.commons.math4.legacy.linear,SymmLQTest,testNonSelfAdjointPreconditioner,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testAEqualQTQt,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,checkAEqualQTQt,"(RealMatrix matrix)",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testNoAccessBelowDiagonal,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testQOrthogonal,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testQTOrthogonal,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,checkOrthogonal,"(RealMatrix m)",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testTTriDiagonal,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testMatricesValues5,"()",1
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testMatricesValues3,"()",1
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,equals,"(double x, double y)",1
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,equals,"(Object x, Object y)",1
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,createParameter,"(Class<?> c)",1
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,callMethod,"(Method m, RealVector u, Object args)",1
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,testSetSubVector,"()",1
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testSingleLink,"()",1
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testGetEps,"()",1
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testGetMinPts,"()",1
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testNegativeEps,"()",1
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testNegativeMinPts,"()",1
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testNullDataset,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,validateOneDimensionSingleClusterZeroMean,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,illegalKParameter,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,numberOfClustersSameAsInputSize,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,illegalInputParameter,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,emptyInputPointsList,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,negativeKParameterValue,"()",1
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,kParameterEqualsZero,"()",1
org.apache.commons.math4.legacy.ml.clustering,FuzzyKMeansClustererTest,testTooSmallFuzzynessFactor,"()",1
org.apache.commons.math4.legacy.ml.clustering,FuzzyKMeansClustererTest,testNullDataset,"()",1
org.apache.commons.math4.legacy.ml.clustering,FuzzyKMeansClustererTest,testGetters,"()",1
org.apache.commons.math4.legacy.ml.clustering,FuzzyKMeansClustererTest,testSingleCluster,"()",1
org.apache.commons.math4.legacy.ml.clustering,FuzzyKMeansClustererTest,testClusterCenterEqualsPoints,"()",1
org.apache.commons.math4.legacy.ml.clustering,KMeansPlusPlusClustererTest,setUp,"()",1
org.apache.commons.math4.legacy.ml.clustering,KMeansPlusPlusClustererTest,testPerformClusterAnalysisDegenerate,"()",1
org.apache.commons.math4.legacy.ml.clustering,KMeansPlusPlusClustererTest,testPerformClusterAnalysisToManyClusters,"()",1
org.apache.commons.math4.legacy.ml.clustering,CloseDistance,compute,"(double[] a, double[] b)",1
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,testConstructorParameterChecks,"()",1
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,expectNumberIsTooSmallException,"(Runnable block)",1
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,generateCircles,"(UniformRandomProvider random)",1
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,predict,"(List<CentroidCluster<T>> clusters, Clusterable point)",1
org.apache.commons.math4.legacy.ml.clustering.evaluation,CalinskiHarabaszTest,setUp,"()",1
org.apache.commons.math4.legacy.ml.clustering.evaluation,SumOfClusterVariancesTest,setUp,"()",1
org.apache.commons.math4.legacy.ml.clustering.evaluation,SumOfClusterVariancesTest,testOrdering,"()",1
org.apache.commons.math4.legacy.ml.distance,CanberraDistanceTest,testZero,"()",1
org.apache.commons.math4.legacy.ml.distance,CanberraDistanceTest,testZero2,"()",1
org.apache.commons.math4.legacy.ml.distance,CanberraDistanceTest,test,"()",1
org.apache.commons.math4.legacy.ml.distance,ChebyshevDistanceTest,testZero,"()",1
org.apache.commons.math4.legacy.ml.distance,ChebyshevDistanceTest,test,"()",1
org.apache.commons.math4.legacy.ml.distance,EarthMoversDistanceTest,testZero,"()",1
org.apache.commons.math4.legacy.ml.distance,EarthMoversDistanceTest,testZero2,"()",1
org.apache.commons.math4.legacy.ml.distance,EarthMoversDistanceTest,test,"()",1
org.apache.commons.math4.legacy.ml.distance,EuclideanDistanceTest,testZero,"()",1
org.apache.commons.math4.legacy.ml.distance,EuclideanDistanceTest,test,"()",1
org.apache.commons.math4.legacy.ml.distance,ManhattanDistanceTest,testZero,"()",1
org.apache.commons.math4.legacy.ml.distance,ManhattanDistanceTest,test,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,testBoundaries,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,doTestBoundaries,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,testRandomAccess,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,testModelsMerging,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,testErrorConditions,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,doTestErrorConditions,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,checkValue,"(double value, double reference)",1
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,testBoundaries,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,testErrorConditions,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,buildInterpolator,"(double t0, double[] y0, double t1)",1
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,checkValue,"(double value, double reference)",1
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,setUp,"()",1
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,tearDown,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testOnlyMainEquation,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testMainAndSecondary,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testMap,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testExtractDimensionMismatch,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,doTestExtractDimensionMismatch,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testInsertTooShortComplete,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,doTestInsertTooShortComplete,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testInsertWrongEquationData,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,doTestInsertWrongEquationData,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testNegativeIndex,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,doTestNegativeIndex,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,testTooLargeIndex,"()",1
org.apache.commons.math4.legacy.ode,FieldExpandableODETest,doTestTooLargeIndex,"(Field<T> field)",1
org.apache.commons.math4.legacy.ode,Linear,getDimension,"()",1
org.apache.commons.math4.legacy.ode,FirstOrderConverterTest,testSmallStep,"()",1
org.apache.commons.math4.legacy.ode,FirstOrderConverterTest,testBigStep,"()",1
org.apache.commons.math4.legacy.ode,FirstOrderConverterTest,integrateWithSpecifiedStep,"(double omega, double t0, double t, double step)",1
org.apache.commons.math4.legacy.ode,Equations,getDimension,"()",1
org.apache.commons.math4.legacy.ode,Brusselator,getDimension,"()",1
org.apache.commons.math4.legacy.ode,Brusselator,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,Brusselator,computeMainStateJacobian,"(double t, double[] y, double[] yDot, double[][] dFdY)",1
org.apache.commons.math4.legacy.ode,Brusselator,computeParameterJacobian,"(double t, double[] y, double[] yDot, String paramName, double[] dFdP)",1
org.apache.commons.math4.legacy.ode,Brusselator,dYdP0,"()",1
org.apache.commons.math4.legacy.ode,Brusselator,dYdP1,"()",1
org.apache.commons.math4.legacy.ode,ParamBrusselator,getDimension,"()",1
org.apache.commons.math4.legacy.ode,ParamBrusselator,getParameter,"(String name)",1
org.apache.commons.math4.legacy.ode,ParamBrusselator,setParameter,"(String name, double value)",1
org.apache.commons.math4.legacy.ode,ParamBrusselator,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,ParamBrusselator,dYdP0,"()",1
org.apache.commons.math4.legacy.ode,ParamBrusselator,dYdP1,"()",1
org.apache.commons.math4.legacy.ode,Circle,getDimension,"()",1
org.apache.commons.math4.legacy.ode,Circle,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,Circle,computeMainStateJacobian,"(double t, double[] y, double[] yDot, double[][] dFdY)",1
org.apache.commons.math4.legacy.ode,Circle,computeParameterJacobian,"(double t, double[] y, double[] yDot, String paramName, double[] dFdP)",1
org.apache.commons.math4.legacy.ode,Circle,exactY,"(double t)",1
org.apache.commons.math4.legacy.ode,Circle,exactDyDy0,"(double t)",1
org.apache.commons.math4.legacy.ode,Circle,exactDyDcx,"(double t)",1
org.apache.commons.math4.legacy.ode,Circle,exactDyDcy,"(double t)",1
org.apache.commons.math4.legacy.ode,Circle,exactDyDom,"(double t)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,getDimension,"()",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,getParameter,"(String name)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,setParameter,"(String name, double value)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,exactY,"(double t)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,exactDyDy0,"(double t)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,exactDyDcx,"(double t)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,exactDyDcy,"(double t)",1
org.apache.commons.math4.legacy.ode,ParameterizedCircle,exactDyDom,"(double t)",1
org.apache.commons.math4.legacy.ode,TestFieldProblem3,doComputeDerivatives,"(T t, T[] y)",1
org.apache.commons.math4.legacy.ode,TestFieldProblem4,getEventsHandlers,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblem4,getTheoreticalEventsTimes,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblem4,doComputeDerivatives,"(T t, T[] y)",1
org.apache.commons.math4.legacy.ode,TestFieldProblem4,computeTheoreticalState,"(T t)",1
org.apache.commons.math4.legacy.ode,Bounce,init,"(FieldODEStateAndDerivative<T> state0, T t)",1
org.apache.commons.math4.legacy.ode,Bounce,g,"(FieldODEStateAndDerivative<T> state)",1
org.apache.commons.math4.legacy.ode,Bounce,eventOccurred,"(FieldODEStateAndDerivative<T> state, boolean increasing)",1
org.apache.commons.math4.legacy.ode,Bounce,resetState,"(FieldODEStateAndDerivative<T> state)",1
org.apache.commons.math4.legacy.ode,Stop,init,"(FieldODEStateAndDerivative<T> state0, T t)",1
org.apache.commons.math4.legacy.ode,Stop,g,"(FieldODEStateAndDerivative<T> state)",1
org.apache.commons.math4.legacy.ode,Stop,eventOccurred,"(FieldODEStateAndDerivative<T> state, boolean increasing)",1
org.apache.commons.math4.legacy.ode,Stop,resetState,"(FieldODEStateAndDerivative<T> state)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,setInitialConditions,"(T t0, T[] y0)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,setFinalConditions,"(T t1)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,setErrorScale,"(T[] errorScale)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getField,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getDimension,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getInitialState,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getFinalTime,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getErrorScale,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getEventsHandlers,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getTheoreticalEventsTimes,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,getCalls,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,init,"(T t0, T[] y0, T t)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,computeDerivatives,"(T t, T[] y)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemAbstract,convert,"(double d)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemHandler,init,"(FieldODEStateAndDerivative<T> state0, T t)",1
org.apache.commons.math4.legacy.ode,TestFieldProblemHandler,getMaximalValueError,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemHandler,getMaximalTimeError,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemHandler,getLastError,"()",1
org.apache.commons.math4.legacy.ode,TestFieldProblemHandler,getLastTime,"()",1
org.apache.commons.math4.legacy.ode,TestProblem3,doComputeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,TestProblem4,getEventsHandlers,"()",1
org.apache.commons.math4.legacy.ode,TestProblem4,getTheoreticalEventsTimes,"()",1
org.apache.commons.math4.legacy.ode,TestProblem4,doComputeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,TestProblem4,computeTheoreticalState,"(double t)",1
org.apache.commons.math4.legacy.ode,Bounce,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode,Bounce,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode,Bounce,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode,Bounce,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode,Stop,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode,Stop,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode,Stop,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode,Stop,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,setInitialConditions,"(double t0, double[] y0)",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,setFinalConditions,"(double t1)",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,setErrorScale,"(double[] errorScale)",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getDimension,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getInitialTime,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getInitialState,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getFinalTime,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getErrorScale,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getEventsHandlers,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getTheoreticalEventsTimes,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,getCalls,"()",1
org.apache.commons.math4.legacy.ode,TestProblemAbstract,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode,TestProblemHandler,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode,TestProblemHandler,getMaximalValueError,"()",1
org.apache.commons.math4.legacy.ode,TestProblemHandler,getMaximalTimeError,"()",1
org.apache.commons.math4.legacy.ode,TestProblemHandler,getCalls,"()",1
org.apache.commons.math4.legacy.ode,TestProblemHandler,getLastError,"()",1
org.apache.commons.math4.legacy.ode,TestProblemHandler,getLastTime,"()",1
org.apache.commons.math4.legacy.ode.events,CloseEventsTest,testCloseEvents,"()",1
org.apache.commons.math4.legacy.ode.events,CloseEventsTest,testSimultaneousEvents,"()",1
org.apache.commons.math4.legacy.ode.events,TimeDetector,getActualT,"()",1
org.apache.commons.math4.legacy.ode.events,TimeDetector,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode.events,TimeDetector,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,TimeDetector,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode.events,TimeDetector,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,Equation,getDimension,"()",1
org.apache.commons.math4.legacy.ode.events,Equation,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testHistoryIncreasingForward,"()",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testHistoryIncreasingBackward,"()",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testHistoryDecreasingForward,"()",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testHistoryDecreasingBackward,"()",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testIncreasingOnly,"()",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testDecreasingOnly,"()",1
org.apache.commons.math4.legacy.ode.events,EventFilterTest,testTwoOppositeFilters,"()",1
org.apache.commons.math4.legacy.ode.events,SineCosine,getDimension,"()",1
org.apache.commons.math4.legacy.ode.events,SineCosine,computeDerivatives,"(double t, double[] y, double[] yDot)",1
org.apache.commons.math4.legacy.ode.events,Event,getEventCount,"()",1
org.apache.commons.math4.legacy.ode.events,Event,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode.events,Event,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,Event,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode.events,Event,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,EventStateTest,closeEvents,"()",1
org.apache.commons.math4.legacy.ode.events,EventStateTest,testIssue695,"()",1
org.apache.commons.math4.legacy.ode.events,EventStateTest,testIssue965,"()",1
org.apache.commons.math4.legacy.ode.events,EventStateTest,testEventsCloserThanThreshold,"()",1
org.apache.commons.math4.legacy.ode.events,ResettingEvent,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode.events,ResettingEvent,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,ResettingEvent,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode.events,ResettingEvent,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,SecondaryStateEvent,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode.events,SecondaryStateEvent,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,SecondaryStateEvent,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode.events,SecondaryStateEvent,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,CloseEventsGenerator,init,"(double t0, double[] y0, double t)",1
org.apache.commons.math4.legacy.ode.events,CloseEventsGenerator,resetState,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,CloseEventsGenerator,g,"(double t, double[] y)",1
org.apache.commons.math4.legacy.ode.events,CloseEventsGenerator,eventOccurred,"(double t, double[] y, boolean increasing)",1
org.apache.commons.math4.legacy.ode.events,CloseEventsGenerator,getCount,"()",1
org.apache.commons.math4.legacy.ode.events,OverlappingEventsTest,testOverlappingEvents0,"()",1
org.apache.commons.math4.legacy.ode.events,OverlappingEventsTest,testOverlappingEvents1,"()",1
org.apache.commons.math4.legacy.ode.events,OverlappingEventsTest,getDimension,"()",1
